Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP,Exception
Natural,Champion Contracting NY Corp,5.0,(646) 773-5760,http://yelp.com/biz/champion-contracting-ny-corp-brooklyn,,
Natural,David Bucovy Architect,5.0,(718) 369-0212,http://yelp.com/biz/david-bucovy-architect-brooklyn,,
Natural,Stonefox Design,5.0,(212) 473-7900,http://yelp.com/biz/stonefox-design-new-york,,
Natural,Daniel Krief Associates,5.0,(212) 753-3326,http://yelp.com/biz/daniel-krief-associates-manhattan,,
Natural,TJ Woodwork Design,5.0,(201) 687-9663,http://yelp.com/biz/tj-woodwork-design-union-city,,
Natural,Leeper Monte Scott Architects,5.0,(516) 678-1978,http://yelp.com/biz/leeper-monte-scott-architects-oceanside,,
Natural,Qibla Remodeling Corporation,5.0,(347) 509-3106,http://yelp.com/biz/qibla-remodeling-corporation-bensonhurst,,
Natural,"Steven Secon Architect, P.C.",5.0,(914) 674-2950,http://yelp.com/biz/steven-secon-architect-p-c-dobbs-ferry,,
Natural,Paramus Remodeling and Kitchen Contractors,5.0,(201) 654-3477,http://yelp.com/biz/paramus-remodeling-and-kitchen-contractors-paramus-2,,
Natural,Snohetta,5.0,(646) 383-4762,http://yelp.com/biz/snohetta-new-york,,
Natural,Shop Architects,5.0,(212) 889-9005,http://yelp.com/biz/shop-architects-new-york,,
Natural,"Geoffrey L. Gogan Architect, AIA",5.0,(973) 292-9231,http://yelp.com/biz/geoffrey-l-gogan-architect-aia-morristown,,
Natural,Eric Baker Architecture,5.0,(973) 707-7640,http://yelp.com/biz/eric-baker-architecture-glen-ridge-2,,
Natural,Vatican Group,5.0,(516) 204-4657,http://yelp.com/biz/vatican-group-east-meadow,,
Natural,Sweeten,2.0,(212) 671-1713,http://yelp.com/biz/sweeten-new-york,,
Natural,Special Effects Interior Design By Terri McRay & Co,5.0,(212) 757-5521,http://yelp.com/biz/special-effects-interior-design-by-terri-mcray-and-co-new-york,,
Natural,DIVISION,4.0,(347) 985-0954,http://yelp.com/biz/division-east-williamsburg,,
Natural,Lewis-Hasenfeld Design Group,5.0,(212) 343-9993,http://yelp.com/biz/lewis-hasenfeld-design-group-brooklyn,,
Natural,John H Hatheway,2.5,(718) 855-4414,http://yelp.com/biz/john-h-hatheway-brooklyn,,
Natural,Sprout by Design,5.0,(917) 426-6553,http://yelp.com/biz/sprout-by-design-manhattan-3,,
Natural,"Carusone & Cherres Architects, LLC",N/A,(718) 545-8822,http://yelp.com/biz/carusone-and-cherres-architects-llc-astoria,,
Natural,MODU,3.0,(212) 343-4203,http://yelp.com/biz/modu-brooklyn,,
Natural,Georgis William T Architect,3.0,(212) 288-6280,http://yelp.com/biz/georgis-william-t-architect-new-york,,
Natural,Lipton Associates,N/A,(718) 979-1313,http://yelp.com/biz/lipton-associates-staten-island-2,,
Natural,"Architects Rule, PC",5.0,(718) 352-1010,http://yelp.com/biz/architects-rule-pc-new-york,,
Natural,Nicholas L Faustini Architect PC,N/A,(914) 329-1518,http://yelp.com/biz/nicholas-l-faustini-architect-pc-yonkers,,
Natural,"Peter Johnston, Architect, PC",5.0,(201) 659-7400,http://yelp.com/biz/peter-johnston-architect-pc-hoboken,,
Natural,Dt Architectural Office,N/A,(718) 456-1285,http://yelp.com/biz/dt-architectural-office-ridgewood,,
Natural,Erg Architect,5.0,(203) 661-7472,http://yelp.com/biz/erg-architect-greenwich,,
Natural,Reiko Feng Shui Interior Design,5.0,(212) 598-9396,http://yelp.com/biz/reiko-feng-shui-interior-design-new-york,,
Natural,"Aguitektura, LLC",N/A,(516) 206-2616,http://yelp.com/biz/aguitektura-llc-jackson-heights-2,,
Natural,"Inson Dubois Wood, LLC - Design Firm",5.0,(212) 343-1077,http://yelp.com/biz/inson-dubois-wood-llc-new-york-2,,
Natural,"F. Fernandez, AIA, LLC",N/A,(201) 422-0428,http://yelp.com/biz/f-fernandez-aia-llc-weehawken,,
Natural,Design Build Pros,5.0,(800) 451-2066,http://yelp.com/biz/design-build-pros-red-bank,,
Natural,Carlo Nuzzi Architect,N/A,(718) 299-1010,http://yelp.com/biz/carlo-nuzzi-architect-bronx-2,,
Natural,R.J. Wood Architects,N/A,(908) 591-8543,http://yelp.com/biz/r-j-wood-architects-westfield-2,,
Natural,Mondana Rezania Architect PC,5.0,(917) 545-9008,http://yelp.com/biz/mondana-rezania-architect-pc-ossining,,
Natural,"Pyramid Design Group, Architecture & Interior Design",5.0,(917) 496-5373,http://yelp.com/biz/pyramid-design-group-architecture-and-interior-design-bronx,,
Natural,HCN Design & Consulting,N/A,(718) 204-2765,http://yelp.com/biz/hcn-design-and-consulting-long-island-city,,
Natural,Faulding Architecture,5.0,(212) 253-1513,http://yelp.com/biz/faulding-architecture-new-york-2,,
Natural,"Architectural Visions, PLLC",N/A,(845) 628-6613,http://yelp.com/biz/architectural-visions-pllc-mahopac-2,,
Natural,Philip Toscano Architects,3.0,(929) 324-6334,http://yelp.com/biz/philip-toscano-brooklyn-3,,
Natural,Kim Wendell Design,N/A,(212) 645-3690,http://yelp.com/biz/kim-wendell-design-brooklyn,,
Natural,Urban Pioneering Architecture,5.0,(646) 309-7259,http://yelp.com/biz/urban-pioneering-architecture-manhattan-2,,
Natural,DSB Plus Architecture & Interiors,5.0,(212) 404-6210,http://yelp.com/biz/dsb-plus-architecture-and-interiors-new-york,,
Natural,John Power Architect,4.0,(914) 271-3221,http://yelp.com/biz/john-power-architect-croton-on-hudson,,
Natural,Mark D. Lipton Associates,5.0,(718) 979-1313,http://yelp.com/biz/mark-d-lipton-associates-brooklyn-2,,
Natural,Paul Rice Architecture,N/A,(718) 254-9477,http://yelp.com/biz/paul-rice-architecture-brooklyn,,
Natural,Randi Halpern Interior Design,N/A,(917) 921-5745,http://yelp.com/biz/randi-halpern-interior-design-new-york,,
Natural,"DeLaCour, Ferrara & Church Architects",N/A,(718) 237-2862,http://yelp.com/biz/delacour-ferrara-and-church-architects-brooklyn,,
Natural,Agnes Louise A Archt,5.0,(631) 754-2950,http://yelp.com/biz/agnes-louise-a-archt-northport,,
Natural,Gino O. Longo Architect,N/A,(718) 863-1967,http://yelp.com/biz/gino-o-longo-architect-bronx,,
Natural,"KG&D Architects, PC",N/A,(914) 666-5900,http://yelp.com/biz/kg-and-d-architects-pc-mount-kisco,,
Natural,"Ungjib Park Architect, PC",N/A,(718) 762-4080,http://yelp.com/biz/ungjib-park-architect-pc-flushing,,
Natural,SHIMING TAM ARCHITECT PC,1.0,(718) 765-1122,http://yelp.com/biz/shiming-tam-architect-pc-brooklyn,,
Natural,"Design and Construction By Nativo, LLC",N/A,(718) 259-5178,http://yelp.com/biz/design-and-construction-by-nativo-llc-brooklyn,,
Natural,Pei Cobb Freed & Partners,3.0,(212) 751-3122,http://yelp.com/biz/pei-cobb-freed-and-partners-new-york,,
Natural,Charles Boxenbaum Architect,N/A,(718) 596-2201,http://yelp.com/biz/charles-boxenbaum-architect-brooklyn,,
Natural,Kane Architecture and Urban Design,N/A,(646) 481-7357,http://yelp.com/biz/kane-architecture-and-urban-design-new-york,,
Natural,Serett Metalworks,N/A,(718) 522-2905,http://yelp.com/biz/serett-metalworks-brooklyn-2,,
Natural,"JJ Architecture, PC",N/A,(914) 592-5402,http://yelp.com/biz/jj-architecture-pc-elmsford,,
Natural,AlmonArchitecture,N/A,(917) 602-4009,http://yelp.com/biz/almonarchitecture-long-island-city,,
Natural,Aero Studios,5.0,(212) 966-4700,http://yelp.com/biz/aero-studios-new-york,,
Natural,Triarch Inc,N/A,(212) 431-1455,http://yelp.com/biz/triarch-inc-new-york,,
Natural,Colchamiro Leonard Aia PC Archts Planners,N/A,(718) 638-5442,http://yelp.com/biz/colchamiro-leonard-aia-pc-archts-planners-brooklyn,,
Natural,Cloud Web Interface,N/A,(917) 873-5949,http://yelp.com/biz/cloud-web-interface-bergenfield,,
Natural,Atlantic Architectural Millwork,5.0,(732) 988-9220,http://yelp.com/biz/atlantic-architectural-millwork-asbury-park,,
Natural,Trimble Architecture,N/A,(212) 966-1665,http://yelp.com/biz/trimble-architecture-new-york,,
Natural,New York Home Renovation,N/A,(646) 368-7366,http://yelp.com/biz/new-york-home-renovation-brooklyn,,
Natural,Koons Kenneth Architect,N/A,(718) 597-6090,http://yelp.com/biz/koons-kenneth-architect-bronx,,
Natural,Kenny Lee Architects,1.0,(718) 463-2406,http://yelp.com/biz/kenny-lee-architects-flushing,,
Natural,Matthew Korn Architecture,3.5,(516) 626-2800,http://yelp.com/biz/matthew-korn-architecture-roslyn,,
Natural,Terreform ONE,N/A,(917) 921-0446,http://yelp.com/biz/terreform-one-new-york,,
Natural,Frederic Debackere Design,5.0,(646) 515-4380,http://yelp.com/biz/frederic-debackere-design-east-hampton-2,,
Natural,Gesture Ink Architecture,5.0,(347) 385-3238,http://yelp.com/biz/gesture-ink-architecture-jersey-city,,
Natural,AZH Construction Consulting Corp,N/A,(917) 525-2676,http://yelp.com/biz/azh-construction-consulting-corp-manhattan-2,,
Natural,"Parker and West Engineering, PLLC",5.0,(917) 251-0319,http://yelp.com/biz/parker-and-west-engineering-pllc-bronx,,
Natural,212box,N/A,(212) 233-9170,http://yelp.com/biz/212box-new-york,,
Natural,"Nicole Migeon Architect, PLLC",N/A,(212) 253-2820,http://yelp.com/biz/nicole-migeon-architect-pllc-new-york,,
Natural,Draft Master Engineering PC,1.0,(718) 433-2550,http://yelp.com/biz/draft-master-engineering-pc-long-island-city,,
Natural,Fontan Architecture,N/A,(917) 575-0747,http://yelp.com/biz/fontan-architecture-new-york,,
Natural,Chapin Architectural Services P A,5.0,(973) 448-8601,http://yelp.com/biz/chapin-architectural-services-p-a-netcong,,
Natural,Glass Guerin Architects,N/A,(212) 358-8380,http://yelp.com/biz/glass-guerin-architects-brooklyn,,
Natural,Osvaldo Valdes Architect,N/A,(212) 228-6521,http://yelp.com/biz/osvaldo-valdes-architect-new-york,,
Natural,Michael Kang Architect,N/A,(718) 353-2929,http://yelp.com/biz/michael-kang-architect-flushing,,
Natural,"William E Gati, RA, AIA",N/A,(718) 805-2797,http://yelp.com/biz/william-e-gati-ra-aia-queens,,
Natural,"CASE Design, Inc.",N/A,(212) 255-5483,http://yelp.com/biz/case-design-inc-manhattan,,
Natural,"DMM Studio, LLC",N/A,(917) 274-7586,http://yelp.com/biz/dmm-studio-llc-new-york,,
Natural,Della Paolera,1.0,(718) 596-2379,http://yelp.com/biz/della-paolera-brooklyn,,
Natural,"RKTB Architects, PC",N/A,(212) 807-9500,http://yelp.com/biz/rktb-architects-pc-new-york,,
Natural,IBI Group * Gruzen Samton,N/A,(212) 477-0900,http://yelp.com/biz/ibi-group-gruzen-samton-new-york,,
Natural,The Contempo Design Suites,4.0,(212) 495-9362,http://yelp.com/biz/the-contempo-design-suites-manhattan,,
Natural,Boris Baranovich Architect PC,N/A,(212) 627-1150,http://yelp.com/biz/boris-baranovich-new-york,,
Natural,Fzad Architecture & Design PC,N/A,(212) 243-2933,http://yelp.com/biz/fzad-architecture-and-design-pc-new-york-2,,
Natural,The Step on Step Design Company of Northern Brooklyn,N/A,(347) 560-3248,http://yelp.com/biz/the-step-on-step-design-company-of-northern-brooklyn-brooklyn,,
Natural,"JCA & Associates, INC",N/A,(347) 399-7991,http://yelp.com/biz/jca-and-associates-inc-new-york,,
Natural,Ragnarok Consulting Services,N/A,(347) 219-1466,http://yelp.com/biz/ragnarok-consulting-services-queens,,
Natural,viaARCHITECTURE,N/A,(212) 227-5832,http://yelp.com/biz/viaarchitecture-new-york-2,,
Natural,JY Expediters Group,N/A,(347) 677-2963,http://yelp.com/biz/jy-expediters-group-brooklyn,,
Natural,Jerry Birnbach And Associates,N/A,(914) 617-9336,http://yelp.com/biz/jerry-birnbach-and-associates-somers,,
Natural,M4 Interiors,N/A,(516) 596-7609,http://yelp.com/biz/m4-interiors-lynbrook,,
Natural,Corona Consulting Corp,N/A,(718) 827-1033,http://yelp.com/biz/corona-consulting-corp-brooklyn,,
Natural,FSB Design & Construction,N/A,(347) 554-7839,http://yelp.com/biz/fsb-design-and-construction-brooklyn,,
Natural,Hudson Design,N/A,(845) 424-4810,http://yelp.com/biz/hudson-design-garrison-2,,
Natural,Calvanico Associates,N/A,(718) 494-0444,http://yelp.com/biz/calvanico-associates-staten-island,,
Natural,A M Architects,N/A,(917) 349-3577,http://yelp.com/biz/a-m-architects-new-york-2,,
Natural,Smith Frank S Aia Architect,N/A,(718) 894-3989,http://yelp.com/biz/smith-frank-s-aia-architect-maspeth,,
Natural,E-STEEL Group LLC,N/A,(201) 567-4072,http://yelp.com/biz/e-steel-group-llc-fort-lee,,
Natural,Atm Studio,N/A,(718) 260-8056,http://yelp.com/biz/atm-studio-brooklyn,,
Natural,Graf & Lewent Architects,N/A,(718) 651-6200,http://yelp.com/biz/graf-and-lewent-architects-jamaica,,
Natural,So-II Office,N/A,(718) 624-6666,http://yelp.com/biz/so-ii-office-brooklyn,,
Natural,Scarano Architecture,N/A,(718) 222-0322,http://yelp.com/biz/scarano-architecture-brooklyn,,
Natural,Curtis Ginsberg Architects,N/A,(212) 929-4417,http://yelp.com/biz/curtis-ginsberg-architects-new-york,,
Natural,Long Island Expeditors,N/A,(516) 698-0005,http://yelp.com/biz/long-island-expeditors-hicksville,,
Natural,Prisco James A Architect,N/A,(516) 747-8200,http://yelp.com/biz/prisco-james-a-architect-garden-city,,
Natural,EBK Group Ltd,N/A,(718) 801-5144,http://yelp.com/biz/ebk-group-ltd-long-island-city,,
Natural,Tree House Design Ltd,N/A,(212) 367-9660,http://yelp.com/biz/tree-house-design-ltd-new-york,,
Natural,Atlantic Homes,1.0,(203) 930-3149,http://yelp.com/biz/atlantic-homes-fairfield,,
Natural,Kiss & Cathcart Architects PC,N/A,(718) 237-2786,http://yelp.com/biz/kiss-and-cathcart-architects-pc-brooklyn-2,,
Natural,Gary Silver Architects,N/A,(212) 966-0094,http://yelp.com/biz/gary-silver-architects-new-york,,
Natural,"Patrick E. Allen Architect, PC",N/A,(347) 732-5378,http://yelp.com/biz/patrick-e-allen-bronx,,
Natural,Heidi Bullinga Architects,N/A,(347) 799-2042,http://yelp.com/biz/heidi-bullinga-architects-brooklyn,,
Natural,AJSNY,N/A,(212) 537-3517,http://yelp.com/biz/ajsny-new-york,,
Natural,Specht Harpman,N/A,(212) 239-1150,http://yelp.com/biz/specht-harpman-new-york,,
Natural,SYSTEMarchitects,N/A,(212) 625-0005,http://yelp.com/biz/systemarchitects-new-york,,
Natural,Seattle Architects,N/A,(914) 681-5169,http://yelp.com/biz/seattle-architects-new-york,,
Natural,Gertler & Wente Architects LLP,N/A,(212) 273-9888,http://yelp.com/biz/gertler-and-wente-architects-llp-new-york,,
Natural,FSI Architecture,N/A,(212) 645-3775,http://yelp.com/biz/fsi-architecture-new-york,,
Natural,Ronnette Riley Architect,N/A,(212) 594-4015,http://yelp.com/biz/ronnette-riley-architect-new-york,,
Natural,Design Build Associates,N/A,(212) 421-3500,http://yelp.com/biz/design-build-associates-new-york,,
Natural,Nyc Interior Design,N/A,(212) 961-7767,http://yelp.com/biz/nyc-interior-design-new-york,,
Natural,Robert D. Henry Architects,N/A,(212) 533-4145,http://yelp.com/biz/robert-d-henry-architects-new-york,,
Natural,Sapna Mundra Designs,N/A,(917) 657-5973,http://yelp.com/biz/sapna-mundra-designs-new-york,,
Natural,Garrison Architects,N/A,(718) 596-8300,http://yelp.com/biz/garrison-architects-brooklyn,,
Natural,LMi Designs,N/A,(212) 252-2152,http://yelp.com/biz/lmi-designs-new-york,,
Natural,Ling David Architect,N/A,(212) 982-7089,http://yelp.com/biz/ling-david-architect-new-york,,
Natural,Node Engineering & Consulting,N/A,(212) 380-6114,http://yelp.com/biz/node-engineering-and-consulting-manhattan,,
Natural,Sayler & Alexandrakis Architects,N/A,(212) 799-0600,http://yelp.com/biz/sayler-and-alexandrakis-architect-new-york,,
Natural,"Ramona Albert , Architecture & Design",N/A,(917) 647-7789,http://yelp.com/biz/ramona-albert-architecture-and-design-new-york,,
Natural,Vertical Systems Analysis,N/A,(212) 989-5525,http://yelp.com/biz/vertical-systems-analysis-new-york,,
Natural,Cornerstone Architects,N/A,(212) 627-4824,http://yelp.com/biz/cornerstone-architects-new-york,,
Natural,Atelier036 Studio of Architecture,N/A,(917) 613-9049,http://yelp.com/biz/atelier036-studio-of-architecture-new-york,,
Natural,De-spec,N/A,(212) 633-6626,http://yelp.com/biz/de-spec-new-york,,
Natural,Weinman Architectural Services,N/A,(646) 306-0834,http://yelp.com/biz/weinman-architectural-services-new-york,,
Natural,Kostow Greenwood Architects,N/A,(212) 334-0116,http://yelp.com/biz/kostow-greenwood-architects-new-york,,
Natural,CCS Architecture,N/A,(212) 274-1121,http://yelp.com/biz/ccs-architecture-new-york,,
Natural,MYND Workshop,N/A,(347) 974-1662,http://yelp.com/biz/mynd-workshop-new-york,,
Natural,Vincent Cusumano Architect,N/A,(646) 741-3718,http://yelp.com/biz/vincent-cusumano-architect-new-york-2,,
Natural,Section F Design,N/A,(212) 460-9669,http://yelp.com/biz/section-f-design-new-york,,
Natural,S Squared Design Consultants,N/A,(516) 884-2208,http://yelp.com/biz/s-squared-design-consultants-great-neck,,
Natural,Metro Design Consultants Inc.,N/A,(516) 343-7999,http://yelp.com/biz/metro-design-consultants-inc-kew-gardens,,
Natural,Daniel Contelmo Architects,N/A,(845) 214-0802,http://yelp.com/biz/daniel-contelmo-architects-poughkeepsie,,
Natural,JL Drafting,N/A,(631) 843-1949,http://yelp.com/biz/jl-drafting-farmingdale-2,,
Natural,Emilia Ferri Architecture + Design,N/A,(203) 545-7761,http://yelp.com/biz/emilia-ferri-architecture-design-port-chester,,
Natural,James Wagman Architect,N/A,(212) 337-9649,http://yelp.com/biz/james-wagman-architect-new-york,,
Natural,CADMITE Collaborative,N/A,(914) 362-8480,http://yelp.com/biz/cadmite-collaborative-brooklyn,,
Natural,Studio Tecnico Architectural,N/A,(203) 795-0534,http://yelp.com/biz/studio-tecnico-architectural-west-haven,,
Natural,"Joeb Moore & Partners, LLC",N/A,(203) 769-5828,http://yelp.com/biz/joeb-moore-and-partners-llc-greenwich,,
Natural,MTodd Architect LLC,N/A,(917) 685-8775,http://yelp.com/biz/mtodd-architect-llc-brooklyn,,
Natural,Slade Architecture,N/A,(212) 677-6380,http://yelp.com/biz/slade-architecture-new-york,,
Natural,3D World Renderings,N/A,(917) 704-4242,http://yelp.com/biz/3d-world-renderings-brooklyn,,
Natural,Zi Engineering Pc,N/A,(516) 341-7218,http://yelp.com/biz/zi-engineering-pc-valley-stream,,
Natural,R Wade Johnson Design,N/A,(631) 584-3578,http://yelp.com/biz/r-wade-johnson-design-saint-james,,
Natural,Architecture Workshop PC,N/A,(718) 599-2724,http://yelp.com/biz/architectural-workshop-pc-brooklyn,,
Natural,Inch,N/A,(718) 260-0069,http://yelp.com/biz/inch-brooklyn,,
Natural,"Warren Ashworth, Architect",N/A,(212) 787-3284,http://yelp.com/biz/warren-ashworth-architect-new-york,,
Natural,Highland Associates,1.0,(212) 681-0200,http://yelp.com/biz/highland-associates-new-york,,
Natural,Posel Design Works,N/A,(718) 403-9893,http://yelp.com/biz/posel-design-works-brooklyn,,
Natural,Nyrender,N/A,(718) 490-9479,http://yelp.com/biz/nyrender-new-york,,
Natural,Area New York,5.0,(212) 232-0200,http://yelp.com/biz/area-new-york-new-york,,
Natural,Dakota Consulting Corp,N/A,(212) 647-8228,http://yelp.com/biz/dakota-consulting-corp-new-york,,
Natural,Architecture Work PC,N/A,(212) 289-5700,http://yelp.com/biz/architecture-work-pc-manhattan-2,,
Natural,Terreform ONE,N/A,(617) 285-0901,http://yelp.com/biz/terreform-one-brooklyn-2,,
Natural,Giants in the Dirt,N/A,(212) 625-1225,http://yelp.com/biz/giants-in-the-dirt-new-york,,
Natural,Johann Grobler Architects & Building Consultants,N/A,(718) 243-0598,http://yelp.com/biz/johann-grobler-architects-and-building-consultants-brooklyn,,
Natural,Pospischil Ernest Archt,N/A,(718) 497-5909,http://yelp.com/biz/pospischil-ernest-archt-ridgewood,,
Natural,Design Concepts Architects AIA,N/A,(718) 499-5100,http://yelp.com/biz/design-concepts-architects-aia-brooklyn-2,,
Natural,"Angelo Ng & Anthony Ng Architects Studio, PC",N/A,(718) 457-1151,http://yelp.com/biz/angelo-ng-and-anthony-ng-architects-studio-pc-maspeth,,
Natural,Charles Lauster Architect P.C.,N/A,(212) 679-1110,http://yelp.com/biz/charles-lauster-architect-p-c-new-york,,
Natural,Carol Maryan Architects,N/A,(212) 787-7800,http://yelp.com/biz/carol-maryan-architects-new-york,,
Natural,Architect,N/A,(347) 560-3248,http://yelp.com/biz/architect-brooklyn,,
Natural,Green Light Architecture,N/A,(551) 427-3725,http://yelp.com/biz/green-light-architecture-new-york,,
Natural,RDDNY Design build,N/A,(212) 392-4722,http://yelp.com/biz/rddny-design-build-new-york,,
Natural,Structural Engineering & Detailing PE PC,N/A,(347) 873-6518,http://yelp.com/biz/structural-engineering-and-detailing-pe-pc-new-york,,
Natural,Pentagram Design,N/A,(212) 683-7071,http://yelp.com/biz/pentagram-design-manhattan-2,,
Natural,Mihai Radu Architects,N/A,(212) 691-1711,http://yelp.com/biz/mihai-radu-architects-new-york,,
Natural,Jam Consultants,1.0,(212) 627-1050,http://yelp.com/biz/jam-consultants-new-york-2,,
Natural,"SRS Architect, PC",N/A,(212) 461-6014,http://yelp.com/biz/srs-architect-pc-new-york,,
Natural,Michael Neumann Architecture,N/A,(212) 675-2285,http://yelp.com/biz/michael-neumann-architecture-new-york,,
Natural,Nova Architecture,N/A,(212) 401-6384,http://yelp.com/biz/nova-architecture-new-york,,
Natural,Resolution 4 Architecture,N/A,(212) 675-9266,http://yelp.com/biz/resolution-4-architecture-new-york,,
Natural,Sidewalk Bridge,5.0,(718) 367-2333,http://yelp.com/biz/sidewalk-bridge-manhattan,,
Natural,Bowser Jonathan Architect,1.0,(212) 465-8336,http://yelp.com/biz/bowser-jonathan-architect-new-york,,
Natural,Kelly + Chang,N/A,(212) 229-2977,http://yelp.com/biz/kelly-chang-new-york,,
Natural,Falcon Engineering,N/A,(646) 292-3515,http://yelp.com/biz/falcon-engineering-new-york,,
Natural,Studio A & T,1.0,(212) 691-0224,http://yelp.com/biz/studio-a-and-t-new-york,,
Natural,LB Architects,N/A,(212) 679-7729,http://yelp.com/biz/loffredo-brooks-architects-pc-new-york,,
Natural,Lumen Architecture,N/A,(212) 564-6469,http://yelp.com/biz/lumen-architecture-new-york,,
Natural,Arct Architecture,N/A,(212) 643-2666,http://yelp.com/biz/arct-architecture-new-york,,
Natural,Mark Gould Architect,N/A,(212) 460-8800,http://yelp.com/biz/mark-gould-architect-new-york,,
Natural,Tonos Design Studio,N/A,(212) 255-7568,http://yelp.com/biz/tonos-design-studio-new-york,,
Natural,Brian O’Keefe Architect PC,N/A,(212) 957-9790,http://yelp.com/biz/brian-o-keefe-architect-pc-new-york,,
Natural,Arvelo Architecture and Design,N/A,(212) 203-7852,http://yelp.com/biz/arvelo-architecture-and-design-new-york,,
Natural,Sanba Design + Development,N/A,,http://yelp.com/biz/sanba-design-development-new-york,,
Natural,Durukan Design,N/A,(212) 596-4041,http://yelp.com/biz/durukan-design-new-york-2,,
Natural,RD Chin,N/A,(917) 669-8099,http://yelp.com/biz/rd-chin-new-york,,
Natural,Richard A Baquero Interior Design,N/A,(212) 682-8557,http://yelp.com/biz/richard-a-baquero-interior-design-new-york,,
Natural,D2A Studio,N/A,(212) 537-6614,http://yelp.com/biz/d2a-studio-new-york,,
Natural,D’Studio Architecture,N/A,(212) 944-2356,http://yelp.com/biz/d-studio-architecture-new-york,,
Natural,Dadras Architects,5.0,(212) 239-8293,http://yelp.com/biz/dadras-architects-new-york,,
Natural,James Collins Architect,N/A,(845) 699-9120,http://yelp.com/biz/james-s-collins-manhattan,,
Natural,Croxton Collaborative,N/A,(212) 683-1998,http://yelp.com/biz/croxton-collaborative-new-york,,
