Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP,Exception
Natural,Scott Schnall Consulting,3.5,(718) 875-2036,http://yelp.com/biz/scott-schnall-consulting-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,SimpleTwig Architecture.llc,5.0,(718) 488-7894,http://yelp.com/biz/simpletwig-architecture-llc-brooklyn,http://www.simpletwig.com,,526 Prospect Ave,Brooklyn,NY,11215,
Natural,DMDesign & Architecture,5.0,(917) 566-1608,http://yelp.com/biz/dmdesign-and-architecture-new-york,http://www.dmdesign-architecture.com/,,31 E 32nd StSte 606,New York,NY,10016,
Natural,Tatyana Design LLC,5.0,(212) 627-9856,http://yelp.com/biz/tatyana-design-llc-new-york,http://www.tatyana-design.com,,143 Madison AveSte 5A,New York,NY,10016,
Natural,Casini Peter J Archt,5.0,(718) 520-5000,http://yelp.com/biz/casini-peter-j-archt-forest-hills,,,,,,,undefined method `[]' for nil:NilClass
Natural,1 Hour With Bill,5.0,(917) 595-0679,http://yelp.com/biz/1-hour-with-bill-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Incorporated Architecture & Design,5.0,(212) 673-1695,http://yelp.com/biz/incorporated-architecture-and-design-new-york,http://www.incorporatedny.com,,9 E 19th St9th Fl,New York,NY,10003,
Natural,Workshop/APD,5.0,(212) 273-9712,http://yelp.com/biz/workshop-apd-new-york,http://www.workshopapd.com,,39 W 38th St7th Fl,New York,NY,10018,
Natural,NDNY Architecture + Design PLLC,5.0,(917) 691-3416,http://yelp.com/biz/ndny-architecture-design-pllc-manhattan,http://www.ndny.co,,235 W 12th StSte 7,Manhattan,NY,10014,
Natural,"Ed Kopel  Architect, PC",5.0,(718) 237-0162,http://yelp.com/biz/ed-kopel-architect-pc-brooklyn,http://edkopel.com/,,120 Hoyt St,Brooklyn,NY,11217,
Natural,LUV design,5.0,(646) 580-1653,http://yelp.com/biz/luv-design-manhattan,http://www.weluvdesigns.com,,349 5th Ave6 FL,Manhattan,NY,10016,
Natural,ReBUILD Workshop,5.0,(718) 535-7980,http://yelp.com/biz/rebuild-workshop-new-york-2,http://www.rebuildworkshop.com/,,12-16 Vestry St7th Fl,New York,NY,10013,
Natural,Hardesty & Hanover Engrs,5.0,(212) 944-1150,http://yelp.com/biz/hardesty-and-hanover-engrs-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,"RAND Engineering & Architecture, PC",5.0,(212) 675-8844,http://yelp.com/biz/rand-engineering-and-architecture-pc-new-york-2,http://www.randpc.com,,159 W 25th St,New York,NY,10001,
Natural,Porter Clapp Architects,5.0,(212) 352-1210,http://yelp.com/biz/porter-clapp-architects-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Stonefox Design,5.0,(212) 473-7900,http://yelp.com/biz/stonefox-design-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,reCON Studio,5.0,,http://yelp.com/biz/recon-studio-kings-county,,,,,,,undefined method `[]' for nil:NilClass
Natural,Daniel Krief Associates,5.0,(212) 753-3326,http://yelp.com/biz/daniel-krief-associates-manhattan,http://www.danielkrief.com/,,420 E 64th St,Manhattan,NY,10065,
Natural,TJ Woodwork Design,5.0,(201) 687-9663,http://yelp.com/biz/tj-woodwork-design-union-city,http://www.tjwoodworkdesign.com/,,402 45th StSte B2,Union City,NJ,07087,
Natural,David Bucovy Architect,5.0,(718) 369-0212,http://yelp.com/biz/david-bucovy-architect-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,Qibla Remodeling Corporation,5.0,(347) 509-3106,http://yelp.com/biz/qibla-remodeling-corporation-bensonhurst,http://www.qiblacorporation.com,,2015 86 St,Bensonhurst,NY,11214,
Natural,Champion Contracting NY Corp,5.0,(646) 773-5760,http://yelp.com/biz/champion-contracting-ny-corp-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gino O Longo,5.0,(718) 445-5663,http://yelp.com/biz/gino-o-longo-college-point,http://www.ginolongo.com,,12920 20th Ave,College Point,NY,11356,
Natural,Snohetta,5.0,(646) 383-4762,http://yelp.com/biz/snohetta-new-york,http://www.snohetta.com,,25 Broadway,New York,NY,10004,
Natural,AHM Architects,5.0,(973) 258-0800,http://yelp.com/biz/ahm-architects-millburn,http://www.ahmarchitects.com,,281 Main St,Millburn,NJ,07041,
Natural,Anthony James Construction,5.0,(908) 233-2225,http://yelp.com/biz/anthony-james-construction-westfield,http://www.anthonyjames.com,,215 North Ave WSte 3,Westfield,NJ,07090,
Natural,Eric Baker Architecture,5.0,(973) 707-7640,http://yelp.com/biz/eric-baker-architecture-glen-ridge-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,Paramus Remodeling and Kitchen Contractors,5.0,(201) 654-3477,http://yelp.com/biz/paramus-remodeling-and-kitchen-contractors-paramus-2,http://www.bergenremodeling.com,,650 From RoadOffice #3477,Paramus,NJ,07652,
Natural,Loadingdock5 Architecture,4.0,(718) 414-6510,http://yelp.com/biz/loadingdock5-architecture-brooklyn,http://www.loadingdock5.com,,319 Bedford Ave,Brooklyn,NY,11211,
Natural,DIVISION,4.0,(347) 985-0954,http://yelp.com/biz/division-east-williamsburg,http://www.divisionnyc.com,,119 Ingraham StSte 216,East Williamsburg,NY,11237,
Natural,"Steven Secon Architect, P.C.",5.0,(914) 674-2950,http://yelp.com/biz/steven-secon-architect-p-c-dobbs-ferry,http://www.seconarchitect.com,,145 Palisade St,Dobbs Ferry,NY,10522,
Natural,Special Effects Interior Design By Terri McRay & Co,5.0,(212) 757-5521,http://yelp.com/biz/special-effects-interior-design-by-terri-mcray-and-co-new-york,http://www.terrimcrayinteriors.com,,322 W 57th Street,New York,NY,10019,
Natural,Lewis-Hasenfeld Design Group,5.0,(212) 343-9993,http://yelp.com/biz/lewis-hasenfeld-design-group-brooklyn,http://lewis-hasenfeld.blogspot.com/,,37B 9th St,Brooklyn,NY,11215,
Natural,Leeper Monte Scott Architects,5.0,(516) 678-1978,http://yelp.com/biz/leeper-monte-scott-architects-oceanside,http://www.monteleeper.com,,414 Foxhurst Rd,Oceanside,NY,11572,
Natural,John H Hatheway,2.5,(718) 855-4414,http://yelp.com/biz/john-h-hatheway-brooklyn,http://www.hathewayarchitects.com,,114 Clinton StSte 1H,Brooklyn,NY,11201,
Natural,Shop Architects,5.0,(212) 889-9005,http://yelp.com/biz/shop-architects-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Vatican Group,5.0,(516) 204-4657,http://yelp.com/biz/vatican-group-east-meadow,,,,,,,undefined method `[]' for nil:NilClass
Natural,"Geoffrey L. Gogan Architect, AIA",5.0,(973) 292-9231,http://yelp.com/biz/geoffrey-l-gogan-architect-aia-morristown,http://morristownarchitecturefirm.com,,8 King StreetSte A,Morristown,NJ,07960,
Natural,"Inson Dubois Wood, LLC - Design Firm",5.0,(212) 343-1077,http://yelp.com/biz/inson-dubois-wood-llc-new-york-2,http://www.insonwood.com,,44 East 32nd Street3rd Floor,New York,NY,10016,
Natural,Sweeten,2.0,(212) 671-1713,http://yelp.com/biz/sweeten-new-york,http://www.sweeten.com,,195 Chrystie StSte 501F,New York,NY,10002,
Natural,Sprout by Design,5.0,(917) 426-6553,http://yelp.com/biz/sprout-by-design-manhattan-3,http://www.sproutbydesign.com,,"","","","",
Natural,Mondana Rezania Architect PC,5.0,(917) 545-9008,http://yelp.com/biz/mondana-rezania-architect-pc-ossining,http://www.mrarchitect.net,,252 S Highland Ave,Ossining,NY,10562,
Natural,Erg Architect,5.0,(203) 661-7472,http://yelp.com/biz/erg-architect-greenwich,http://www.ergarchitect.com,,25 Lewis St,Greenwich,CT,06830,
Natural,Georgis William T Architect,3.0,(212) 288-6280,http://yelp.com/biz/georgis-william-t-architect-new-york,http://williamtgeorgis.com/,,233 E 72nd St,New York,NY,10021,
Natural,Reiko Feng Shui Interior Design,5.0,(212) 598-9396,http://yelp.com/biz/reiko-feng-shui-interior-design-new-york,http://www.reikodesign.com,,"","","","",
Natural,Pei Cobb Freed & Partners,3.0,(212) 751-3122,http://yelp.com/biz/pei-cobb-freed-and-partners-new-york,http://www.pcf-p.com/a.html,,88 Pine St,New York,NY,10005,
Natural,"Aguitektura, LLC",N/A,(516) 206-2616,http://yelp.com/biz/aguitektura-llc-jackson-heights-2,http://www.aguitektura.com,,34-59 89th StSte 1F,Jackson Heights,NY,11372,
Natural,MODU,3.0,(212) 343-4203,http://yelp.com/biz/modu-brooklyn,http://www.moduarchitecture.com/,,536 Court StSte 2,Brooklyn,NY,11231,
Natural,"Carusone & Cherres Architects, LLC",N/A,(718) 545-8822,http://yelp.com/biz/carusone-and-cherres-architects-llc-astoria,,,,,,,undefined method `[]' for nil:NilClass
Natural,Design Build Pros,5.0,(800) 451-2066,http://yelp.com/biz/design-build-pros-red-bank,http://www.designbuildpros.com,,"331 Newman Springs RdBldg 1, 4th Fl, Ste 143",Red Bank,NJ,07701,
Natural,Aero Studios,5.0,(212) 966-4700,http://yelp.com/biz/aero-studios-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Nicholas L Faustini Architect PC,N/A,(914) 329-1518,http://yelp.com/biz/nicholas-l-faustini-architect-pc-yonkers,http://www.nlfarchitect.com,,1700 Central Park AveSte C,Yonkers,NY,10710,
Natural,DSB Plus Architecture & Interiors,5.0,(212) 404-6210,http://yelp.com/biz/dsb-plus-architecture-and-interiors-new-york,http://www.dsbplus.com/,,244 5th AveSte C37,New York,NY,10001,
Natural,Frederic Debackere Design,5.0,(646) 515-4380,http://yelp.com/biz/frederic-debackere-design-east-hampton-2,http://www.fredericdebackeredesign.com,,"","","","",
Natural,"Parker and West Engineering, PLLC",5.0,(917) 251-0319,http://yelp.com/biz/parker-and-west-engineering-pllc-bronx,http://www.parkerwesteng.com,,1427 Parker St,Bronx,NY,10462,
Natural,Philip Toscano Architects,3.0,(929) 324-6334,http://yelp.com/biz/philip-toscano-brooklyn-3,http://www.ptarchitects.com/,,418 Graham Ave,Brooklyn,NY,11211,
Natural,R.J. Wood Architects,N/A,(908) 591-8543,http://yelp.com/biz/r-j-wood-architects-westfield-2,http://www.rjwoodarchitects.com,,231 N Ave WSte 2,Westfield,NJ,07090,
Natural,Carlo Nuzzi Architect,N/A,(718) 299-1010,http://yelp.com/biz/carlo-nuzzi-architect-bronx-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,Faulding Architecture,5.0,(212) 253-1513,http://yelp.com/biz/faulding-architecture-new-york-2,http://www.faulding.co,,106 E 19th StSte 2,New York,NY,10003,
Natural,"Design and Construction By Nativo, LLC",N/A,(718) 259-5178,http://yelp.com/biz/design-and-construction-by-nativo-llc-brooklyn,http://www.DesignAndConstructionNY.com,,1560 Bath Ave,Brooklyn,NY,11228,
Natural,Serett Metalworks,N/A,(718) 522-2905,http://yelp.com/biz/serett-metalworks-brooklyn-2,http://www.serett.com/,,37 9th StBldg 61 / 37D,Brooklyn,NY,11215,
Natural,"RKTB Architects, PC",N/A,(212) 807-9500,http://yelp.com/biz/rktb-architects-pc-new-york,http://www.rktb.com,,150 W 22nd St,New York,NY,10011,
Natural,Fzad Architecture & Design PC,N/A,(212) 243-2933,http://yelp.com/biz/fzad-architecture-and-design-pc-new-york-2,http://www.fzad.com,,16 W 56th St5th Fl,New York,NY,10022,
Natural,AZH Construction Consulting Corp,N/A,(917) 525-2676,http://yelp.com/biz/azh-construction-consulting-corp-manhattan-2,http://www.azhconstruction.com,,80 Broad StSte 524,Manhattan,NY,10004,
Natural,Urban Pioneering Architecture,5.0,(646) 309-7259,http://yelp.com/biz/urban-pioneering-architecture-manhattan-2,http://www.urban-pioneering.com,,555 8th AveSte 2101,Manhattan,NY,10018,
Natural,"JCA & Associates, INC",N/A,(347) 399-7991,http://yelp.com/biz/jca-and-associates-inc-new-york,http://www.jcaassociatesinc.com,,1751 2nd AveGround Fl,New York,NY,10128,
Natural,Ragnarok Consulting Services,N/A,(347) 219-1466,http://yelp.com/biz/ragnarok-consulting-services-queens,http://www.ragnarok.ws,,31-23 35th StSte 3F,Queens,NY,11106,
Natural,viaARCHITECTURE,N/A,(212) 227-5832,http://yelp.com/biz/viaarchitecture-new-york-2,http://designarchitectnewyorknewyork.com,,6 Maiden Ln5th Fl,New York,NY,10038,
Natural,JY Expediters Group,N/A,(347) 677-2963,http://yelp.com/biz/jy-expediters-group-brooklyn,http://www.permitexpeditornyc.com,,268 Wallabout StSte 5A,Brooklyn,NY,11206,
Natural,Jerry Birnbach And Associates,N/A,(914) 617-9336,http://yelp.com/biz/jerry-birnbach-and-associates-somers,http://www.jerrybirnbach.com,,372 Heritage HillsUnit B,Somers,NY,10589,
Natural,M4 Interiors,N/A,(516) 596-7609,http://yelp.com/biz/m4-interiors-lynbrook,http://www.m4interiors.com,,534 Merrick RdSte E,Lynbrook,NY,11563,
Natural,Corona Consulting Corp,N/A,(718) 827-1033,http://yelp.com/biz/corona-consulting-corp-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,"Peter Johnston, Architect, PC",5.0,(201) 659-7400,http://yelp.com/biz/peter-johnston-architect-pc-hoboken,http://www.peterjohnstonarchitect.com,,84 Washington St2nd Fl,Hoboken,NJ,07030,
Natural,Atlantic Architectural Millwork,5.0,(732) 988-9220,http://yelp.com/biz/atlantic-architectural-millwork-asbury-park,http://www.aamwindows.com,,913 Asbury Ave,Asbury Park,NJ,07712,
Natural,Kane Architecture and Urban Design,N/A,(646) 481-7357,http://yelp.com/biz/kane-architecture-and-urban-design-new-york,http://www.kane-aud.com,,41 Union Square WSte 825,New York,NY,10003,
Natural,Randi Halpern Interior Design,N/A,(917) 921-5745,http://yelp.com/biz/randi-halpern-interior-design-new-york,http://randihalpern.com/,,413 Grand StSte F1704,New York,NY,10002,
Natural,E-STEEL Group LLC,N/A,(201) 567-4072,http://yelp.com/biz/e-steel-group-llc-fort-lee,http://e-steelgroup.com/,,"","","","",
Natural,"Architectural Visions, PLLC",N/A,(845) 628-6613,http://yelp.com/biz/architectural-visions-pllc-mahopac-2,http://www.arch-visions.com,,2 Muscoot Rd N,Mahopac,NY,10541,
Natural,EBK Group Ltd,N/A,(718) 801-5144,http://yelp.com/biz/ebk-group-ltd-long-island-city,http://www.ebkgroupltd.com/,,3150 29th St1st Fl,Long Island City,NY,11106,
Natural,Atlantic Homes,1.0,(203) 930-3149,http://yelp.com/biz/atlantic-homes-fairfield,http://www.atlantichomebuilder.com?yxt,,28 Reef Rd.,Fairfield,CT,06824,
Natural,"CASE Design, Inc.",N/A,(212) 255-5483,http://yelp.com/biz/case-design-inc-manhattan,http://www.case-inc.com,,31 Perry Street4th Floor,Manhattan,NY,10014,
Natural,IBI Group * Gruzen Samton,N/A,(212) 477-0900,http://yelp.com/biz/ibi-group-gruzen-samton-new-york,http://www.gruzensamton.com,,320 W 13th St9th Fl,New York,NY,10014,
Natural,Triarch Inc,N/A,(212) 431-1455,http://yelp.com/biz/triarch-inc-new-york,http://www.triarch.com,,42 N Moore St,New York,NY,10013,
Natural,Trimble Architecture,N/A,(212) 966-1665,http://yelp.com/biz/trimble-architecture-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,AJSNY,N/A,(212) 537-3517,http://yelp.com/biz/ajsny-new-york,http://www.ajsny.com,,1140 Broadway5th Fl,New York,NY,10001,
Natural,Specht Harpman,N/A,(212) 239-1150,http://yelp.com/biz/specht-harpman-new-york,http://www.spechtharpman.com,,1123 BroadwaySte 312,New York,NY,10010,
Natural,SYSTEMarchitects,N/A,(212) 625-0005,http://yelp.com/biz/systemarchitects-new-york,http://systemarchitects.com/,,124 West 30th St. #319,New York,NY,10001,
Natural,Seattle Architects,N/A,(914) 681-5169,http://yelp.com/biz/seattle-architects-new-york,http://newyorkarchitecturebuildingfirm.com,,50 W 23rd StSte 401,New York,NY,10010,
Natural,Gertler & Wente Architects LLP,N/A,(212) 273-9888,http://yelp.com/biz/gertler-and-wente-architects-llp-new-york,http://www.gwarch.com,,145 West 30th Street11th Floor,New York,NY,10001,
Natural,FSI Architecture,N/A,(212) 645-3775,http://yelp.com/biz/fsi-architecture-new-york,http://www.fsi-architecture.com,,307 7th AveSte 1001,New York,NY,10001,
Natural,Ronnette Riley Architect,N/A,(212) 594-4015,http://yelp.com/biz/ronnette-riley-architect-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Design Build Associates,N/A,(212) 421-3500,http://yelp.com/biz/design-build-associates-new-york,http://www.designbuildus.com/,,2 Park Ave,New York,NY,10016,
Natural,Terreform ONE,N/A,(917) 921-0446,http://yelp.com/biz/terreform-one-new-york,http://www.terreform.com/,,131 Chrystie St,New York,NY,10002,
Natural,Cloud Web Interface,N/A,(917) 873-5949,http://yelp.com/biz/cloud-web-interface-bergenfield,http://www.cloudwebi.com,,150 Pleasant Ave,Bergenfield,NJ,07621,
Natural,Nyc Interior Design,N/A,(212) 961-7767,http://yelp.com/biz/nyc-interior-design-new-york,http://www.nycinteriordesign.com/,,155 E 23rd St,New York,NY,10010,
Natural,Robert D. Henry Architects,N/A,(212) 533-4145,http://yelp.com/biz/robert-d-henry-architects-new-york,http://rdh-architects.com,,37 E 18th St10 fl,New York,NY,10003,
Natural,Sapna Mundra Designs,N/A,(917) 657-5973,http://yelp.com/biz/sapna-mundra-designs-new-york,http://www.sapnamundra.com,,66 W 38th St,New York,NY,10018,
Natural,LMi Designs,N/A,(212) 252-2152,http://yelp.com/biz/lmi-designs-new-york,http://lmidesigns.com,,130 7th Ave,New York,NY,10011,
Natural,Ling David Architect,N/A,(212) 982-7089,http://yelp.com/biz/ling-david-architect-new-york,http://www.davidlingarchitect.com/,,225 E 21st St,New York,NY,10010,
Natural,Node Engineering & Consulting,N/A,(212) 380-6114,http://yelp.com/biz/node-engineering-and-consulting-manhattan,http://www.nodenyc.com/,,330 W 38th StSte 309,Manhattan,NY,10018,
Natural,"DeLaCour, Ferrara & Church Architects",N/A,(718) 237-2862,http://yelp.com/biz/delacour-ferrara-and-church-architects-brooklyn,http://www.dfarchs.com,,91 Atlantic Ave,Brooklyn,NY,11201,
Natural,Sayler & Alexandrakis Architects,N/A,(212) 799-0600,http://yelp.com/biz/sayler-and-alexandrakis-architect-new-york,http://newyorkarchitectdesigns.com,,"",New York,NY,10023,
Natural,"Ramona Albert , Architecture & Design",N/A,(917) 647-7789,http://yelp.com/biz/ramona-albert-architecture-and-design-new-york,http://buildingarchitectnewyorkny.com,,"",New York,NY,10036,
Natural,Vertical Systems Analysis,N/A,(212) 989-5525,http://yelp.com/biz/vertical-systems-analysis-new-york,http://www.vsaconsulting.com,,307 W 36 St8 Fl,New York,NY,10018,
Natural,Cornerstone Architects,N/A,(212) 627-4824,http://yelp.com/biz/cornerstone-architects-new-york,http://architectnewyorkny.com,,60 W 38th StSte 4E,New York,NY,10018,
Natural,Atelier036 Studio of Architecture,N/A,(917) 613-9049,http://yelp.com/biz/atelier036-studio-of-architecture-new-york,http://www.atelier036.com,,244 5th AveSte 2NB,New York,NY,10001,
Natural,De-spec,N/A,(212) 633-6626,http://yelp.com/biz/de-spec-new-york,http://de-spec.com/,,"526 W 26th St, No. 1012",New York,NY,10001,
Natural,Fontan Architecture,N/A,(917) 575-0747,http://yelp.com/biz/fontan-architecture-new-york,http://jorgefontan.com/,,135 W 29th St #400,New York,NY,10001,
Natural,Weinman Architectural Services,N/A,(646) 306-0834,http://yelp.com/biz/weinman-architectural-services-new-york,http://sedonaarchitecturecompany.com,,35 Ponderosa Court,Sedona,AZ,86336,
Natural,"William E Gati, RA, AIA",N/A,(718) 805-2797,http://yelp.com/biz/william-e-gati-ra-aia-queens,http://www.architecturestudio.com,,112-31 84 Ave,Queens,NY,11418,
Natural,"Pyramid Design Group, Architecture & Interior Design",5.0,(917) 496-5373,http://yelp.com/biz/pyramid-design-group-architecture-and-interior-design-bronx,http://pyramiddg.com,,"","","","",
Natural,Kostow Greenwood Architects,N/A,(212) 334-0116,http://yelp.com/biz/kostow-greenwood-architects-new-york,http://www.kostowgreenwood.com,,594 BroadwaySte 300,New York,NY,10012,
Natural,CCS Architecture,N/A,(212) 274-1121,http://yelp.com/biz/ccs-architecture-new-york,http://www.ccs-architecture.com,,180 Varick StSte 902,New York,NY,10014,
Natural,Agnes Louise A Archt,5.0,(631) 754-2950,http://yelp.com/biz/agnes-louise-a-archt-northport,,,,,,,undefined method `[]' for nil:NilClass
Natural,MYND Workshop,N/A,(347) 974-1662,http://yelp.com/biz/mynd-workshop-new-york,http://www.myndworkshop.com,,457 W 57th StSte 1403,New York,NY,10019,
Natural,212box,N/A,(212) 233-9170,http://yelp.com/biz/212box-new-york,http://www.212box.com,,30 Vesey St11th Floor,New York,NY,10007,
Natural,Vincent Cusumano Architect,N/A,(646) 741-3718,http://yelp.com/biz/vincent-cusumano-architect-new-york-2,http://cusumano-architect.com/,,494 Broadway,New York,NY,10012,
Natural,New York Home Renovation,N/A,(646) 368-7366,http://yelp.com/biz/new-york-home-renovation-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gary Silver Architects,N/A,(212) 966-0094,http://yelp.com/biz/gary-silver-architects-new-york,,,,,,,undefined method `[]' for nil:NilClass
Natural,Curtis Ginsberg Architects,N/A,(212) 929-4417,http://yelp.com/biz/curtis-ginsberg-architects-new-york,http://www.cplusga.com,,299 BroadwaySte 1107,New York,NY,10007,
Natural,Kim Wendell Design,N/A,(212) 645-3690,http://yelp.com/biz/kim-wendell-design-brooklyn,,,,,,,undefined method `[]' for nil:NilClass
Natural,Section F Design,N/A,(212) 460-9669,http://yelp.com/biz/section-f-design-new-york,http://architecturecompanymanhattan.com,,425 Grand StSuite 3A,New York,NY,10002,
Natural,S Squared Design Consultants,N/A,(516) 884-2208,http://yelp.com/biz/s-squared-design-consultants-great-neck,http://ssquaredesign.com,,15 Canterbury RdSte A8,Great Neck,NY,11021,
Natural,Metro Design Consultants Inc.,N/A,(516) 343-7999,http://yelp.com/biz/metro-design-consultants-inc-kew-gardens,http://nymetrodesign.com/,,124-15 Metropolitan Ave,Kew Gardens,NY,11415,
Natural,Daniel Contelmo Architects,N/A,(845) 214-0802,http://yelp.com/biz/daniel-contelmo-architects-poughkeepsie,http://www.dtcarchitects.com/,,30 Croft Rd,Poughkeepsie,NY,12603,
Natural,JL Drafting,N/A,(631) 843-1949,http://yelp.com/biz/jl-drafting-farmingdale-2,http://www.jldrafting.com,,707 Rte 110,Farmingdale,NY,11735,
Natural,Emilia Ferri Architecture + Design,N/A,(203) 545-7761,http://yelp.com/biz/emilia-ferri-architecture-design-port-chester,http://emiliaferridesign.com,,42 N Main St3rd Fl,Port Chester,NY,10573,
Natural,James Wagman Architect,N/A,(212) 337-9649,http://yelp.com/biz/james-wagman-architect-new-york,http://www.jameswagman.com/,,277 BroadwaySte 1201,New York,NY,10007,
Natural,CADMITE Collaborative,N/A,(914) 362-8480,http://yelp.com/biz/cadmite-collaborative-brooklyn,http://cadmite.com,,279 Starr St,Brooklyn,NY,11237,
Natural,Studio Tecnico Architectural,N/A,(203) 795-0534,http://yelp.com/biz/studio-tecnico-architectural-west-haven,,,,,,,undefined method `[]' for nil:NilClass
Natural,"Joeb Moore & Partners, LLC",N/A,(203) 769-5828,http://yelp.com/biz/joeb-moore-and-partners-llc-greenwich,http://www.joebmoore.com,,20 Bruce Park Ave,Greenwich,CT,06830,
Natural,MTodd Architect LLC,N/A,(917) 685-8775,http://yelp.com/biz/mtodd-architect-llc-brooklyn,http://www.mtoddarchitects.com,,740 Halsey St,Brooklyn,NY,11233,
Natural,Slade Architecture,N/A,(212) 677-6380,http://yelp.com/biz/slade-architecture-new-york,http://www.sladearch.com,,77 Chambers St5th Fl,New York,NY,10007,
Natural,3D World Renderings,N/A,(917) 704-4242,http://yelp.com/biz/3d-world-renderings-brooklyn,http://www.3dworldny.com,,16 Manhattan AveSte 1E,Brooklyn,NY,11206,
Natural,Zi Engineering Pc,N/A,(516) 341-7218,http://yelp.com/biz/zi-engineering-pc-valley-stream,http://ziengineering.com/index.php/,,11 W Lincoln AveSte 600,Valley Stream,NY,11580,
Natural,Mark D. Lipton Associates,5.0,(718) 979-1313,http://yelp.com/biz/mark-d-lipton-associates-brooklyn-2,http://www.liptonassoc.com,,323 7th St,Brooklyn,NY,11215,
Natural,HCN Design & Consulting,N/A,(718) 204-2765,http://yelp.com/biz/hcn-design-and-consulting-long-island-city,,,,,,,undefined method `[]' for nil:NilClass
Natural,Dt Architectural Office,N/A,(718) 456-1285,http://yelp.com/biz/dt-architectural-office-ridgewood,,,,,,,undefined method `[]' for nil:NilClass
Natural,Architecture Workshop PC,N/A,(718) 599-2724,http://yelp.com/biz/architectural-workshop-pc-brooklyn,http://designarchitectnewyork.com,,56 South 11th StreetUnit 3-F,Brooklyn,NY,11249,
Natural,Draft Master Engineering PC,1.0,(718) 433-2550,http://yelp.com/biz/draft-master-engineering-pc-long-island-city,http://www.draftmasterny.com/,,35-28 41st St,Long Island City,NY,11101,
Natural,Inch,N/A,(718) 260-0069,http://yelp.com/biz/inch-brooklyn,http://www.inchnyc.com,,55 Washington St,Brooklyn,NY,11201,
Natural,Highland Associates,1.0,(212) 681-0200,http://yelp.com/biz/highland-associates-new-york,http://www.highlandassociates.com,,1 E 33rd St,New York,NY,10017,
